级别,编号,汉字,注音,词组,例句
1,1542,氢,qīng,"氢气,氢弹,液氢,氢氧,脱氢",氢气是一种没有颜色的气体呀。
1,1543,怎,zěn,"怎么办,怎么,怎样,怎奈,怎生",这道题不会做，该怎么办才好呀。
1,1544,牲,shēng,"牺牲,牲口,牲畜,献牲,三牲",烈士们为祖国牺牲了宝贵生命呀。
1,1545,选,xuǎn,"挑选,选择,选举,选拔,入选",老师挑选我参加演讲比赛真开心呀。
1,1546,适,shì,"合适,适宜,适应,适合,适中",这双鞋的大小很适合我穿呀。
1,1547,秒,miǎo,"分秒必争,秒针,秒数,一秒,几秒",钟表上最细的针是秒针呀。
1,1548,香,xiāng,"鸟语花香,香气,香味,香水,香蕉",春天到了，花园里鸟语花香呀。
1,1549,种,"chóng, zhǒng, zhòng","品种,种类,种地,种子,种植",农民伯伯在春天辛勤地播种种子呀。
1,1550,秋,qiū,"秋高气爽,秋天,秋风,中秋,秋游",秋天的天空秋高气爽真舒服呀。
1,1551,科,kē,"科学,科目,科技,科室,科考",我们要努力地学习科学文化知识呀。
1,1552,重,"chóng, zhòng","重蹈覆辙,重要,重量,严重,重大",健康是最重要的事情呀。
1,1553,复,fù,"周而复始,重复,复习,反复,复杂",我们要反复复习才能记住知识呀。
1,1554,竿,gān,"百尺竿头,竹竿,鱼竿,钓竿,竿子",爷爷拿着长长的鱼竿去河边钓鱼呀。
1,1555,段,duàn,"段落,片段,地段,手段,阶段",这篇作文的段落层次很清楚呀。
1,1556,便,"biàn, pián","方便,便利,随便,便于,便宜",超市买东西十分地方便快捷呀。
1,1557,俩,"liǎ, liǎng","咱俩,他俩,爷俩,娘俩,俩人",放学后，咱俩一起去图书馆看书呀。
1,1558,贷,dài,"贷款,借贷,信贷,农贷,放贷",爸爸从银行贷了款买了新房子呀。
1,1559,顺,shùn,"顺水推舟,顺利,顺心,顺序,顺路",这次比赛进行得十分地顺利呀。
1,1560,修,xiū,"修改,修理,修建,修订,修路",工人叔叔正在认真地修理马路呀。
1,1561,俏,qiào,"俏丽,俏皮,走俏,紧俏,俊俏",那个小姑娘长得十分地俏丽可爱呀。
1,1562,保,bǎo,"保护,保险,保存,保管,保安",我们要好好保护身边的环境呀。
1,1563,促,cù,"促进,催促,督促,促膝,短促",多运动能促进身体的健康成长呀。
1,1564,俄,é,"俄国,俄罗斯,俄语,俄顷,俄而",俄国是一个地域辽阔的国家呀。
1,1565,俐,lì,"伶俐,俐落,麻俐,爽俐,清俐",这个小姑娘聪明伶俐真可爱呀。
1,1566,侮,wǔ,"欺侮,侮辱,侮蔑,凌侮,侮慢",我们不能欺侮弱小的同学呀。
1,1567,俭,jiǎn,"勤俭节约,俭朴,俭省,节俭,俭用",我们要养成勤俭节约的好习惯呀。
1,1568,俗,sú,"俗气,风俗,习俗,通俗,俗语",我们要尊重不同民族的风俗习惯呀。
1,1569,俘,fú,"俘虏,俘获,战俘,被俘,遣俘",解放军英勇地俘虏了全部敌军呀。
1,1570,信,xìn,"信以为真,相信,信任,信心,诚信",做人要讲诚信，不能撒谎骗人呀。
1,1571,皇,huáng,"皇宫,皇帝,皇室,皇家,皇冠",童话里的皇帝住在金碧辉煌的皇宫呀。
1,1572,泉,quán,"泉水,喷泉,泉眼,清泉,温泉",山间的泉水清澈甘甜真好喝呀。
1,1573,鬼,guǐ,"鬼鬼祟祟,魔鬼,小鬼,鬼怪,捉鬼",那个小偷鬼鬼祟祟地东张西望呀。
1,1574,侵,qīn,"侵犯,侵略,侵占,入侵,侵权",我们要勇敢地抵抗外敌的侵略呀。
1,1575,禹,yǔ,"大禹治水,禹王,禹州,夏禹,禹贡",大禹治水的故事大家都听说过呀。
1,1576,侯,"hóu, hòu","王侯将相,侯爵,诸侯,侯爷,万侯",古代那些王侯将相十分地威风呀。
1,1577,追,zhuī,"追寻,追赶,追逐,追究,追忆",警察紧紧地追赶着那个逃跑的小偷呀。
1,1578,俊,jùn,"英俊,俊俏,俊美,俊杰,俊朗",那个小男孩长得十分地英俊帅气呀。
1,1579,盾,dùn,"矛盾,后盾,盾牌,金盾,自相矛盾",古代的战士用盾牌来保护自己呀。
1,1580,待,"dāi, dài","待客,等待,招待,期待,待遇",我们热情地招待远道而来的客人呀。
1,1581,徊,huái,"徘徊,徊徨,徘回,徊徊,彷徨",他在门口徘徊，不敢进去呀。
1,1582,衍,yǎn,"繁衍,衍射,衍生物,敷衍,蔓衍",生命在地球上不断地繁衍生息呀。
1,1583,律,lǜ,"法律,规律,纪律,旋律,自律",我们要严格遵守学校的纪律呀。
1,1584,很,hěn,"很多,很少,很好,很强,很是",操场上有很多小朋友在快乐玩耍呀。
1,1585,须,xū,"必须,胡须,须知,须要,切勿",我们做事必须认真不能马虎呀。
1,1586,叙,xù,"叙述,叙旧,叙说,叙谈,记叙",作文里我叙述了昨天发生的事呀。
1,1587,剑,jiàn,"唇枪舌剑,宝剑,剑术,击剑,剑客",那位大侠的剑术十分地高超呀。
1,1588,逃,táo,"逃之夭夭,逃跑,逃避,逃难,逃生",小偷被发现后慌张地逃跑了呀。
1,1589,食,shí,"食品,食物,美食,粮食,进食",我们要珍惜每一粒粮食呀。
1,1590,盆,pén,"盆子,花盆,脸盆,水盆,盆地",窗台上放着一盆美丽的鲜花呀。
1,1591,胚,pēi,"胚胎,胚芽,胚根,胚珠,胚轴",种子发芽先长出小小的胚芽呀。
1,1592,胧,lóng,"朦胧,胧月,胧明,蒙胧,黑胧",清晨，雾气朦胧地笼罩着小山村呀。
1,1593,胆,dǎn,"胆大包天,胆小,胆量,大胆,胆怯",他从小就胆小怕事，要锻炼呀。
1,1594,胜,shèng,"胜利,胜败,胜过,取胜,名胜",比赛胜利了，大家高兴地欢呼呀。
1,1595,胞,bāo,"同胞,细胞,胞兄,双胞,侨胞",我们和台湾同胞是一家人呀。
1,1596,胖,"pán, pàng","肥胖,胖子,发胖,胖乎乎,胖墩",那只胖乎乎的小猫真是可爱呀。
1,1597,脉,"mài, mò","动脉,静脉,脉搏,山脉,脉络",医生给我把了脉搏说没有大碍呀。
1,1598,胎,tāi,"胎儿,胎教,脱胎,怀胎,胞胎",妈妈怀胎十月生下了可爱的我呀。
1,1599,勉,miǎn,"勉励,勤勉,勉强,自勉,慰勉",老师勉励我们要好好学习天天向上呀。
1,1600,狭,xiá,"狭路相逢,狭窄,狭小,狭隘,狭长",这条小巷十分地狭窄难走呀。
1,1601,狮,shī,"狮子,狮吼,舞狮,石狮,海狮",动物园里的狮子威风凛凛真吓人呀。
1,1602,独,dú,"独一无二,单独,独自,独立,孤独",他从小就能独立地完成作业呀。
1,1603,狰,zhēng,"面目狰狞,狰狞,狰貌,狰容,狰厉",那只恶狼面目狰狞地盯着我们呀。
1,1604,狡,jiǎo,"狡兔三窟,狡猾,狡辩,狡诈,狡黠",那只狡猾的狐狸骗走了乌鸦的肉呀。
1,1605,狱,yù,"监狱,牢狱,冤狱,越狱,入狱",做了坏事的人要被关进监狱呀。
1,1606,狠,hěn,"狠心,凶狠,狠毒,发狠,狠命",那个坏人心狠手辣真可恶呀。
1,1607,贸,mào,"贸易,商贸,外贸,贸然,财贸",国际贸易让各国互通有无呀。
1,1608,怨,yuàn,"怨天尤人,抱怨,埋怨,怨恨,宿怨",不要怨天尤人，要自己努力呀。
1,1609,急,jí,"急中生智,着急,急忙,急切,焦急",他急中生智想出了一个好办法呀。
1,1610,饵,ěr,"诱饵,鱼饵,饵料,食饵,钓饵",钓鱼时要先在钩上挂好鱼饵呀。
1,1611,饶,ráo,"饶恕,富饶,饶有,求饶,不饶",我们要学会饶恕别人的过错呀。
1,1612,蚀,shí,"腐蚀,剥蚀,侵蚀,锈蚀,蚀本",海水侵蚀着岸边的礁石呀。
1,1613,饺,jiǎo,"饺子,水饺,蒸饺,煎饺,饺皮",过年时，全家一起包饺子真开心呀。
1,1614,饼,bǐng,"饼干,月饼,烧饼,大饼,烙饼",妈妈烙的饼又香又脆真好吃呀。
1,1615,峦,luán,"峰峦叠嶂,山峦,峦嶂,层峦,峰峦",远处的山峦层峦叠嶂真壮观呀。
1,1616,弯,wān,"转弯抹角,弯曲,弯腰,弯路,拐弯",他弯腰捡起了地上的铅笔呀。
1,1617,将,"jiāng, jiàng","将要,将军,将来,即将,将士",将来我要成为一名科学家呀。
1,1618,奖,jiǎng,"奖罚分明,奖励,奖金,奖品,颁奖",运动会后校长给获奖同学颁奖呀。
1,1619,哀,āi,"哀悼,哀伤,哀求,悲哀,哀思",失去亲人，他悲哀地哭泣呀。
1,1620,亭,tíng,"亭亭玉立,凉亭,亭子,书亭,岗亭",公园里的凉亭是大家休息的地方呀。
1,1621,亮,liàng,"明亮,亮光,亮晶晶,天亮,响亮",教室里明亮宽敞真舒服呀。
1,1622,度,"dù, duó","度日如年,温度,长度,度数,度过",今天的温度有三十多度真热呀。
1,1623,迹,jì,"蛛丝马迹,痕迹,足迹,事迹,迹象",警察顺着蛛丝马迹找到了罪犯呀。
1,1624,庭,tíng,"家庭,法庭,庭院,大庭广众,庭长",我们生活在一个温馨的家庭里呀。
1,1625,疮,chuāng,"疮痍满目,疮疤,疮口,冻疮,痤疮",不要揭别人的疮疤，要尊重人呀。
1,1626,疯,fēng,"发疯,疯狂,疯子,疯癫,疯长",他疯狂地跑向了终点，真激动呀。
1,1627,疫,yì,"疫苗,疫病,防疫,疫情,免疫",我们要按时打疫苗预防疾病呀。
1,1628,疤,bā,"伤疤,疤痕,疤子,疮疤,结疤",他膝盖上有一道小时候摔的伤疤呀。
1,1629,咨,zī,"咨询,咨文,咨议,咨商,咨诹",有不明白的可以咨询老师或同学呀。
1,1630,姿,zī,"姿势,姿态,姿色,舞姿,丰姿",她跳舞的姿势优美极了真好看呀。
1,1631,亲,"qīn, qìng","亲密无间,亲切,亲爱,亲人,相亲",我们要和同学亲密无间地相处呀。
1,1632,音,yīn,"音容笑貌,音乐,声音,拼音,发音",教室里传来朗朗的读书声音呀。
1,1633,帝,dì,"皇帝,帝国,帝王,炎帝,黄帝",童话里的皇帝穿着新衣游行真可笑呀。
1,1634,施,shī,"无计可施,实施,施工,施舍,施肥",农民伯伯给庄稼施肥盼着丰收呀。
1,1635,闺,guī,"闺女,闺房,闺秀,大家闺秀,闺阁",那个小姑娘是大家闺秀真有教养呀。
1,1636,闻,wén,"闻鸡起舞,闻名,新闻,听闻,奇闻",我国的长城闻名于世真壮观呀。
1,1637,闽,mǐn,"闽南,闽北,闽江,闽剧,八闽",闽南地区的风俗十分地有趣呀。
1,1638,阀,fá,"军阀,阀门,财阀,军阀割据,党阀",旧社会，军阀混战百姓真苦呀。
1,1639,阁,gé,"阁下,内阁,阁楼,高阁,组阁",我家的小阁楼里堆满了旧书呀。
1,1640,差,"chā, chà, chāi, cī","差强人意,差别,差距,差异,差不多",这两个数字的差距并不大呀。
1,1641,养,yǎng,"养尊处优,养成,养育,培养,修养",我们要从小养成爱学习的好习惯呀。
1,1642,美,měi,"十全十美,美好,美丽,完美,美术",我们的生活多么地美好幸福呀。
1,1643,姜,jiāng,"生姜,姜汤,姜茶,姜母,姓姜",妈妈煮的姜汤能驱寒治感冒呀。
1,1644,叛,pàn,"众叛亲离,背叛,叛变,叛徒,叛逆",那个叛徒出卖了大家真可恨呀。
1,1645,送,sòng,"送礼,欢送,送给,输送,赠送",我亲手做了一张贺卡送给老师呀。
1,1646,类,lèi,"分类,类似,类别,种类,同类",图书馆的书按类别分类摆放着呀。
1,1647,迷,mí,"执迷不悟,迷宫,迷失,迷惑,迷路",在商场里我差点迷路找不到妈妈呀。
1,1648,籽,zǐ,"菜籽,籽粒,瓜籽,棉籽,种籽",春天，农民把菜籽撒在田地里呀。
1,1649,娄,lóu,"搂抱,娄底,娄烦,姓娄,娄子",姓娄的同学今天请假没来上课呀。
1,1650,前,qián,"勇往直前,前面,前进,从前,向前",我们要勇敢地向前进不退缩呀。
1,1651,首,shǒu,"首屈一指,首先,首都,首领,首席",上课首先要认真听讲不能走神呀。
1,1652,逆,nì,"逆水行舟,逆境,逆转,叛逆,逆风",在逆境中我们要坚强不放弃呀。
1,1653,兹,"cí, zī","念兹在兹,兹定于,兹有,兹事,兹始",兹定于明天举行运动会呀。
1,1654,总,zǒng,"总和,总是,总共,总算,总之",总之，我们要好好学习天天向上呀。
1,1655,炼,liàn,"百炼成钢,炼钢,锻炼,炼丹,磨炼",经常锻炼身体才能健康强壮呀。
1,1656,炸,"zhá, zhà","狂轰滥炸,炸弹,爆炸,炸药,炸鸡",那家店的炸鸡真是香脆好吃呀。
1,1657,烁,shuò,"闪烁其词,闪烁,烁烁,闪砾,烁光",夜空中星星闪烁着明亮的光芒呀。
1,1658,炮,"bāo, páo, pào","炮火连天,鞭炮,大炮,炮弹,花炮",过年时，鞭炮噼里啪啦地响真热闹呀。
1,1659,炫,xuàn,"炫耀,炫目,炫彩,炫丽,炫技",不要在别人面前炫耀自己呀。
1,1660,烂,làn,"灿烂夺目,破烂,烂熟,烂泥,烂漫",节日的烟花灿烂夺目真好看呀。
1,1661,剃,tì,"剃头,剃刀,剃须,剃度,剃光",爸爸用剃须刀刮着下巴的胡子呀。
1,1662,洼,wā,"水洼,洼地,低洼,坑洼,洼坑",雨后，地上有许多小水洼呀。
1,1663,洁,jié,"整洁,清洁,洁净,纯洁,廉洁",我们的教室被打扫得十分地整洁呀。
1,1664,洪,hóng,"洪水猛兽,洪亮,洪灾,防洪,山洪",发洪水时，军民齐心抗洪救灾呀。
1,1665,洒,sǎ,"洒水,洒落,飘洒,挥洒,洒脱",春天，洒水车在街上洒水降尘呀。
1,1666,柒,qī,"漆黑,柒拾,柒佰,柒,柒仟,贰柒",在账本里，柒是数字七的大写呀。
1,1667,浇,jiāo,"浇水,灌溉,浇花,浇灌,浇地",放学后我给阳台上的花浇水呀。
1,1668,浊,zhuó,"浑浊,污浊,浊水,浊气,混浊",下大雨后，河水变得十分地浑浊呀。
1,1669,洞,"dòng, tóng","山洞,洞口,洞穴,洞房,洞察",山洞里住着一只可爱的小熊呀。
1,1670,测,cè,"预测,测量,测定,测算,测验",老师用尺子测量了桌子的长度呀。
1,1671,洗,"xǐ, xiǎn","洗手,洗澡,洗衣服,清洗,冲洗",吃饭前要记得认真地洗手呀。
1,1672,活,huó,"活蹦乱跳,生活,活动,活泼,干活",操场上，孩子们活蹦乱跳真开心呀。
1,1673,派,pài,"派别,派遣,气派,派送,指派",他做事十分地有气派有风度呀。
1,1674,洽,qià,"融洽,洽谈,接洽,商洽,面洽",大家融洽地商讨着班级的事情呀。
1,1675,染,rǎn,"感染,染色,传染,染料,污染",我们要保护环境，不污染河流呀。
1,1676,洛,luò,"洛阳,洛河,洛水,洛神,洛书",洛阳的牡丹花开得真是艳丽呀。
1,1677,浏,liú,"浏览,浏阳,浏亮,浏览器,浏风",我认真地浏览了这本新书呀。
1,1678,济,"jǐ, jì","同舟共济,经济,救济,济世,无济于事",我国的经济在不断地发展壮大呀。
1,1679,洋,yáng,"海洋,大洋,洋气,洋溢,汪洋",大海洋里有无数的鱼虾生物呀。
1,1680,洲,zhōu,"绿洲,亚洲,欧洲,洲际,沙洲",沙漠中的绿洲是生命的希望呀。
1,1681,浑,hún,"浑水摸鱼,浑厚,浑然,浑浊,浑身",他浑身上下湿透了像个落汤鸡呀。
1,1682,浓,nóng,"浓墨重彩,浓厚,浓密,浓度,浓烟",奶奶有一头浓密的黑头发呀。
1,1683,津,jīn,"津津有味,天津,津贴,津贴,问津",这碗面条我吃得津津有味呀。
1,1684,恃,shì,"有恃无恐,恃强凌弱,恃才,自恃,凭恃",我们不能恃强凌弱欺负小同学呀。
1,1685,恒,héng,"持之以恒,恒心,恒久,恒定,永恒",做事要有恒心，不能半途而废呀。
1,1686,恢,huī,"恢恢有余,恢复,恢弘,恢宏,天网恢恢",他的身体很快就恢复了健康呀。
1,1687,恍,huǎng,"恍然大悟,恍惚,恍然,恍忽,恍若",听了老师的话我恍然大悟明白了呀。
1,1688,恬,tián,"恬静,恬淡,恬然,恬适,恬不知耻",她恬静地坐在窗前看书真认真呀。
1,1689,恤,xù,"体恤,抚恤,恤金,怜恤,不恤",政府给困难家庭发放了抚恤金呀。
1,1690,恰,qià,"恰好,恰巧,恰当,恰如,恰似",你来得恰好，我们一起去玩吧呀。
1,1691,恼,nǎo,"恼怒,恼火,烦恼,苦恼,懊恼",这道难题真让我烦恼想不出来呀。
1,1692,恨,hèn,"悔恨,怨恨,仇恨,痛恨,可恨",他悔恨地低下了头承认了错误呀。
1,1693,举,jǔ,"举一反三,举重,举办,举手,举例",上课回答问题要大胆地举手呀。
1,1694,觉,"jiào, jué","不知不觉,感觉,觉悟,睡觉,觉得",不知不觉天就黑了，时间真快呀。
1,1695,宣,xuān,"心照不宣,宣布,宣传,宣读,宣誓",校长庄严地宣布了运动会的开始呀。
1,1696,宦,huàn,"宦官,官宦,宦海,仕宦,宦游",古代宫廷里的宦官权力很大呀。
1,1697,室,shì,"教室,室内,室外,卧室,温室",我们的教室宽敞明亮真舒服呀。
1,1698,宫,gōng,"宫殿,故宫,皇宫,宫门,宫女",北京的故宫是一座宏伟的宫殿呀。
1,1699,宪,xiàn,"宪法,宪兵,立宪,宪章,违宪",我们要遵守国家的宪法法律呀。
1,1700,突,tū,"突如其来,突破,突发,突出,突然",突然下起了大雨，我们快躲雨呀。
1,1701,穿,chuān,"穿针引线,穿着,穿透,穿过,看穿",他穿着一件红色的运动服真精神呀。
1,1702,窃,qiè,"窃窃私语,盗窃,窃取,偷窃,窃贼",上课不要窃窃私语地讲话呀。
1,1703,客,kè,"客气,客人,做客,请客,乘客",公交车上乘客们有序地排队呀。
1,1704,诫,jiè,"告诫,劝诫,规诫,训诫,警戒",老师告诫我们要认真地学习呀。
1,1705,冠,"guān, guàn","冠冕堂皇,鸡冠,皇冠,冠军,衣冠",他获得了长跑比赛的冠军真厉害呀。
1,1706,诬,wū,"诬蔑,诬陷,诬告,冤诬,反诬",不要诬陷好人，要实事求是呀。
1,1707,语,yǔ,"语重心长,语言,语文,话语,语音",语文课上我学到了许多知识呀。
1,1708,扁,"biǎn, piān","扁担,扁豆,扁舟,扁平,扁圆",爷爷用扁担挑着两桶水走过呀。
1,1709,袄,ǎo,"棉袄,皮袄,夹袄,红袄,袄子",冬天，我穿上了厚厚的棉袄真暖和呀。
1,1710,祖,zǔ,"祖先,祖国,祖父,祖母,祖传",我们要热爱伟大的祖国呀。
1,1711,神,shén,"神机妙算,神奇,精神,神圣,神仙",大自然有许多神奇的现象呀。
1,1712,祝,zhù,"祝贺,祝福,庆祝,祝愿,祝寿",我衷心地祝贺你取得了好成绩呀。
1,1713,祠,cí,"祠堂,宗祠,祠宇,家祠,神祠",村子里的古老祠堂十分地庄重呀。
1,1714,误,wù,"误会,误解,错误,耽误,失误",有了误会要及时解释清楚呀。
1,1715,诱,yòu,"诱导,诱惑,引诱,诱人,利诱",不要被坏人的诱惑所迷惑呀。
1,1716,诲,huì,"教诲,诲人不倦,诲导,训诲,教诲",我永远铭记老师的谆谆教诲呀。
1,1717,说,"shuì, shuō","说长道短,说话,说明,小说,听说",上课时不要随便地说话聊天呀。
1,1718,诵,sòng,"背诵,朗诵,诵读,传诵,默诵",语文课上我大声地朗诵着课文呀。
1,1719,垦,kěn,"开垦,恳求,垦荒,恳切,垦殖",农民伯伯在荒地上开垦种田呀。
1,1720,退,tuì,"知难而退,退步,退学,退还,退后",这次考差了也不要退步气馁呀。
1,1721,既,jì,"既往不咎,既然,既而,既定,一如既往",既然答应了，就要努力做到呀。
1,1722,屋,wū,"房屋,屋顶,屋子,屋檐,茅屋",我家的小屋虽然简陋但很温馨呀。
1,1723,昼,zhòu,"昼夜不停,白昼,昼夜,昼日,昼长",工人昼夜不停地抢修着公路呀。
1,1724,屏,"bǐng, píng","屏住呼吸,屏幕,屏风,屏蔽,屏障",他紧张地屏住了呼吸等待结果呀。
1,1725,屎,shǐ,"拉屎,屎壳郎,屎尿,狗屎,鸟屎",小狗在草地上拉了一坨屎呀。
1,1726,费,fèi,"费用,浪费,消费,免费,收费",我们不能浪费宝贵的学习时间呀。
1,1727,陡,dǒu,"陡峭,陡坡,陡然,陡壁,陡立",那座山的山崖十分地陡峭危险呀。
1,1728,逊,xùn,"逊色,稍逊,谦逊,逊位,毫无逊色",他为人谦逊，从不骄傲自大呀。
1,1729,眉,méi,"眉开眼笑,眉毛,眉心,眉头,画眉",听了好消息，他眉开眼笑真开心呀。
1,1730,孩,hái,"小孩,孩子,男孩,女孩,孩童",那个小女孩长得真可爱漂亮呀。
1,1731,陨,yǔn,"陨石,陨落,陨星,陨灭,陨坠",天空中划过一颗闪亮的陨石呀。
1,1732,除,chú,"除非,除了,除法,消除,拆除",除了小明，大家都到了教室呀。
1,1733,险,xiǎn,"险象环生,危险,险情,冒险,艰险",过马路要当心来往的车辆危险呀。
1,1734,院,yuàn,"院子,医院,学院,剧院,法院",我家的小院子里种着许多花草呀。
1,1735,娃,wá,"娃娃,女娃,男娃,娃儿,娇娃",那个布娃娃是姐姐送给我的礼物呀。
1,1736,姥,lǎo,"姥姥,姥爷,姥姥家,姥姥村,吴姥",周末我去姥姥家玩真开心呀。
1,1737,姨,yí,"阿姨,姨妈,姨夫,姨母,小姨",阿姨热情地招待了我们这些客人呀。
1,1738,姻,yīn,"婚姻,姻缘,联姻,姻亲,结姻",他们的婚姻十分地幸福美满呀。
1,1739,娇,jiāo,"娇生惯养,娇嫩,娇气,娇艳,娇小",这朵花的 petals 十分地娇嫩呀。
1,1740,姚,yáo,"姚明,姓姚,姚黄,姚江,姚剧",姚是我国一个常见的姓氏呀。
1,1741,娜,"nà, nuó","婀娜多姿,娜姿,袅娜,娜娜,安娜",她跳起舞来婀娜多姿真好看呀。
1,1742,怒,nù,"怒气冲冲,愤怒,发怒,怒火,怒吼",他愤怒地摔门而出十分生气呀。
1,1743,架,jià,"打架,架子,框架,书架,骨架",同学之间不能打架要友好相处呀。
1,1744,贺,hè,"祝贺,贺喜,贺年,贺词,贺礼",过年时，我给老师送了贺卡祝福呀。
1,1745,盈,yíng,"笑盈盈,盈利,丰盈,盈余,充盈",她笑盈盈地和大家打着招呼呀。
1,1746,勇,yǒng,"勇往直前,勇敢,勇气,英勇,勇士",消防员叔叔勇敢地冲进了火场呀。
1,1747,怠,dài,"怠工,懈怠,怠慢,倦怠,怠惰",学习不能懈怠，要勤奋努力呀。
1,1748,癸,guǐ,"癸亥,癸卯,癸水,癸巳,癸酉",癸是中国古代天干之一用来记年呀。
1,1749,蚤,zǎo,"跳蚤,蚤类,水蚤,蚤子,蚤市",小狗身上长了跳蚤真难受呀。
1,1750,柔,róu,"温柔,柔软,柔弱,柔和,柔情",妈妈的怀抱十分地温柔温暖呀。
1,1751,垒,lěi,"堡垒,垒球,筑垒,垒墙,对垒",两支球队在球场上对垒比赛真精彩呀。
1,1752,绑,bǎng,"捆绑,绑匪,绑住,绑票,松绑",警察勇敢地抓捕了那个绑匪呀。
1,1753,绒,róng,"绒毛,羽绒服,绒线,丝绒,绒布",小鸡身上毛茸茸的绒毛真柔软呀。
1,1754,结,"jiē, jié","结结实实,结束,结果,结实,结冰",放学后，我们结束了今天的课程呀。
1,1755,绕,rào,"绕道,环绕,绕圈,绕远,缠绕",地球环绕着太阳不停地转呀。
1,1756,骄,jiāo,"骄兵必败,骄傲,骄阳,天之骄子,骄纵",考了好成绩也不能骄傲自满呀。
1,1757,绘,huì,"描绘,绘画,绘制,绘声绘色,彩绘",他绘声绘色地讲着有趣的故事呀。
1,1758,给,"gěi, jǐ","给以,给予,补给,供给,交给",老师给予了我许多的鼓励和帮助呀。
1,1759,绚,xuàn,"绚丽多彩,绚烂,绚美,绚丽,绚日",节日的烟花绚丽多彩真好看呀。
1,1760,骆,luò,"骆驼,骆鸟,骆马,骆驿,姓骆",沙漠里的骆驼能耐渴走很远呀。
1,1761,络,"lào, luò","脉络,联络,网络,络绎,经络",我们通过网络联络远方的亲友呀。
1,1762,绝,jué,"绝处逢生,绝对,绝望,绝妙,拒绝",他绝对不是一个会说谎的孩子呀。
1,1763,绞,jiǎo,"绞尽脑汁,绞肉,绞痛,绞杀,绞索",这道难题让我绞尽了脑汁想不出来呀。
1,1764,骇,hài,"惊涛骇浪,骇人,骇闻,骇异,惊骇",那惊涛骇浪的大海真让人害怕呀。
1,1765,统,tǒng,"统一,统治,传统,系统,总统",祖国统一是全体中华儿女的愿望呀。
1,1766,耕,gēng,"耕田,耕地,耕耘,春耕,耕种",春天，农民伯伯在田里辛勤地耕地呀。
1,1767,耘,yún,"耕耘,除草,耘田,耘锄,夏耘",农民耕耘着土地盼望着好收成呀。
1,1768,耗,hào,"消耗,耗子,耗费,损耗,耗尽",做作业不能耗费太多时间要高效呀。
1,1769,耙,"bà, pá","耙地,耙子,钉耙,倒耙,耙田",猪八戒手里拿着一把九齿钉耙呀。
1,1770,艳,yàn,"鲜艳,艳丽,娇艳,艳阳,艳羡",春天，公园里的鲜花十分地艳丽呀。
1,1771,泰,tài,"国泰民安,泰山,泰然,太平洋,泰斗",泰山是五岳之首风景真壮观呀。
1,1772,秦,qín,"秦朝,秦国,秦始皇,秦岭,秦腔",秦始皇统一了六国建立了秦朝呀。
1,1773,珠,zhū,"珠光宝气,珍珠,珠宝,珠子,汗珠",妈妈有一条美丽的珍珠项链呀。
1,1774,班,bān,"班车,班级,班长,上班,下班",我们班级的同学们十分地团结友爱呀。
1,1775,素,sù,"素不相识,素来,朴素,素质,素食",她生活朴素从来不追求奢华呀。
1,1776,匿,nì,"匿名,隐匿,销声匿迹,逃匿,藏匿",他做了坏事销声匿迹地躲了起来呀。
1,1777,蚕,cán,"蚕丝,蚕宝宝,桑蚕,蚕茧,养蚕",蚕宝宝吐出的丝能织成美丽的丝绸呀。
1,1778,顽,wán,"顽皮,顽固,顽强,顽童,顽石",那个顽皮的小弟弟总爱捣蛋呀。
1,1779,盏,zhǎn,"灯盏,一盏,盏子,茶盏,酒盏",桌子上点着一盏明亮的油灯呀。
1,1780,匪,fěi,"匪徒,土匪,盗匪,剿匪,匪帮",解放军英勇地剿灭了山里的土匪呀。
1,1781,捞,lāo,"捞鱼,打捞,捞取,捞面,海捞",我在河边捞到了一条小鱼呀。
1,1782,栽,zāi,"栽树,栽种,栽花,移栽,盆栽",春天，我们在院子里栽了一棵树呀。
1,1783,捕,bǔ,"捕鱼,捕捉,逮捕,捕食,捕获",猫头鹰在夜里捕捉田鼠保护庄稼呀。
1,1784,埂,gěng,"田埂,土埂,埂子,堤埂,沙埂",农民走在田埂上去查看庄稼呀。
1,1785,捂,wǔ,"捂住,捂着,捂热,捂盖,捂汗",他用双手捂住了眼睛不敢看呀。
1,1786,振,zhèn,"振奋人心,振动,振兴,振作,振翅",听到好消息，大家振奋人心真开心呀。
1,1787,载,"zǎi, zài","载歌载舞,记载,转载,载重,满载",节日里，大家载歌载舞真热闹呀。
1,1788,赶,gǎn,"追赶,赶快,赶紧,赶路,赶集",要迟到了，我赶快背起书包跑向学校呀。
1,1789,起,qǐ,"起早贪黑,起床,起飞,起点,起初",每天早上我六点就起床读书呀。
1,1790,盐,yán,"食盐,盐水,盐巴,海盐,粗盐",妈妈做菜时放了一小勺食盐调味呀。
1,1791,捎,"shāo, shào","捎带,捎信,捎话,捎去,捎东西",妈妈捎信让我放学早点回家呀。
1,1792,捍,hàn,"捍卫,保卫,抵御,抗捍,守捍",解放军捍卫着祖国的边疆安全呀。
1,1793,捏,niē,"捏造,捏泥人,捏住,拿捏,捏一把汗",美术课上，我捏了一个小泥人呀。
1,1794,埋,"mái, mán","埋伏,埋藏,埋没,埋头,掩埋",警察埋伏在草丛里抓捕坏人呀。
